,Tweet,HS,Abusive
355,guna hoaks kodok biawak roket sekop bangsat karbitan munafik,1,1
356,ribut komunis bla bla emoh baca baca niat agitasi serang perintah pakai cari simpatisan,1,0
357,10 presiden jokowi harap skema kerja bangun bangun,0,0
358,pilih langsung biar pilih presiden dewan wakil rakyat calon presiden biar kayak kucing karung bikin mekanisme oke calon presiden tentu gubernur prestasi maju calon presiden gubernur,0,0
359,guna vital inter bek kanan beda ya era maicon ambrosio datang cancelo bagus nhmmmm simpul geblek ausilio x98 x81,1,1
360,guna nama agama munafik,1,1
361,43 contoh tuding duga korupsi susilo bambang yudhoyono dorong jaksa usut himbau komisi berantas korupsi usut duga korupsi jokowi,1,0
362,cium bau bau pecun uniform resource locator,0,1
363,henti konsumen wisata haji rumah tipu produsen wisata jiarah indonesia,1,0
364,buru nazi simon wiesenthal pegang foto foto gambar mantan kepala gestapo laki laki rauf van kamar gas gerak eksekusi orang orang yahudi,0,0
365,rt guna guna caci maki nista agama tahu poligami umpet begitu sih ogah,1,0
366,guna bubar negara satu republik indonesia harga mati,1,0
367,guna sih royson jokowi kacung gue alas fundamental rezim sengaja masuk debt trap komunis cina north sumatera offshore wajib,1,1
368,guna guna wkwk mampus pepet uji ah,0,1
369,gubernur jaman now ya anti hoaks sebar isu,0,0
370,azan televisi panggil manggil allah subhanahu wa taala dungu biadab henti acara catut nama tuhan lanjut,1,1
371,guna guna guna guna laku bani cebong,1,1
372,baju yahudi top 4 bas geng jubah putih kopiah minyak atar janggut dahi bak ahli syurga nih out of place mohon rajam,0,0
373,guna gue ge marah auto daftar hitam hidup gue sampah guna daur ulang,0,0
374,guna guna anjir bekas silit,0,1
375,guna guna cebong panas ngawur x98 x98,1,1
376,amin moga tiga tampil baik sumbang medali sumatra selatan,0,0
377,guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna,0,0
378,rt guna keanekaragaman budaya suku agama sungguh kaya djarot hadap serta,0,0
379,bingkai bangkai jadi ajar hidup,0,0
380,guna edan mula menang lihat ya ampun kartu r gue banget,0,1
381,partai komunis indonesia alias partai korupsi indonesia ganyang,1,0
382,perempuan kayak mending mati deh jelek sok make up artist,1,1
383,jual gue kayak jablay,0,1
384,guna guna bijak tugas jajar kereta listrik doang tumpang ikut doang x98 suruh orang erti erti butuh orang bangkai,0,1
385,guna titit nya sambung pakai accessoris,0,1
386,guna mata gue pas sipit aneh banget,0,0
387,banci gigih natural killer uniform resource locator,0,1
388,waspada cina komunis indonesia,1,0
389,guna banci kampung heeee,1,1
390,guna gembel ganteng kasihan cinta asyik asyik hebat,0,1
391,deklarasi pilih kepala daerah 2018 aman anti hoaks toga jemirahan jabon,0,0
392,setia usaha agung pas datuk hasan sahkan cuba pinda lembaga party presiden party,0,0
393,guna guna memang najis,0,1
394,guna guna guna guna guna guna guna guna guna sastra e karl mark pentol komunis rusia,0,0
395,guna otak kayak bool deh mes hari makan silit,0,1
396,guna guna ganti rezim kacung cebong,1,1
397,cina hak larang,1,0
398,hebat bicara cinta pegang alquran pegang hidup alquran bicara cinta perang bunuh penggal,1,0
399,guna jomlo jablay,0,1
400,perjaka jual sok sok an booking tante idiot anjir,1,1
401,guna rev 1 pilih ulama kafir munafik,1,1
402,jaga bersih lingkung orang orang melek wajib buang sampah bicara tugas bersih,0,0
403,sejuk gila kantor kulit buaya,0,0
404,guna ooo biasa kena imbang nakal kucing anjing abang dark side bright side chill sosial kalai lengkap haha k bang selamat maju jaya jawab terima kasih,0,0
405,masalah solusi dampak signifikan kurang nya obat cegah sakit tambah parah,1,0
406,guna gampang kak buka handphone buka browser ketik budaya palembang sila nikmat ajar gratis,0,0
407,guna guna gerombol onta aku bela umat mata penting politik praktis tuan guru bajang demokratis penting umat pikir modern salut untuk tuan guru bajang,0,0
408,guna culun mending kampung jess,1,1
409,rt guna goyang jilboobs mantap nih hyper kontol squirt x98 x98 x98 tonton live nya besok x80,0,1
410,islam indonesia islam nusantara islam modifikasi rupa masuk budaya indonesia agam islam nusantara islam toleran,0,0
411,presiden aspek indonesia mbak guna anti investasi asing ubah invasi asing wajib warga negara lawan,0,0
412,09 15 indonesia barat kepala unit bina masyarakat inspektur polisi mt hutasoit laksana sambang pesan pesan aman tertib masyarakat pilih gubernur pilih kepala daerah 2018 karyawan bank rakyat indonesia ranting muara silit kawan kawan desa camat muara kabupaten tap utara,0,0
413,guna kalimantan tuju batu bara nya keruk listrik megap megap,0,0
414,fardu kifayah hukum wajib ajar islam pilih presiden utus kalang santri sokong ulama maju pimpin negeri,0,0
415,guna ha bangkai nih truk,1,1
416,nahdliyin setop hina maruf amin,0,0
417,guna cebong kampret onta singgung laut,1,1
418,guna risa pulang latih iris hazel milik tangkap siluet gadis gadis asing risa temu gadis radio tempat tinggal r,0,0
419,guna guna guna haha orang gila bicara cak micin biar otak encer cong omong ngawur muslim muslim silit tau babi,1,1
420,guna guna guna guna guna guna guna guna guna guna guna coba kaca introspeksi keluarga pakai hijab komunis otak pakai properti orang,1,0
421,muhammadiyah inggris jalin kerja kendali ekstrem,0,0
422,guna neraka kena bom surga orang muka bumi goku,0,0
423,bot ih liebe ih bot kasih ipad barusan nyemplung jamban kuda x80 x80,0,1
424,copot darmin nasution menteri ekonomi ekonomi bodoh turun daya beli jabat guna guna,1,1
425,rt guna bodoh anjir bodoh tertawa gue tertawa astagfirullah humor banget uniform resource locator,0,1
426,guna guna mata picek cuk norak lihat prestasi jokowi nguoblokkk tolol,1,1
427,hasil penjara ahok alumni 212 dukung rizieq lengser jokowi lebaran,1,0
428,guna coba dedengkot jin terang ulama saudi rilis publik akidah jin contoh jin anggap kafir peluk kristen hindu buddha peluang masuk surga fatwa saudi jin adal,0,0
429,guna hujan lebat langit gelap gelita guruh kilat sumbat jari telinga dengar suara petir ranah takut mati masakan lepas allah me,0,0
430,cerdas konseptual,0,0
431,guna nama yoon x80 ucap putus iring sergap mata antuk gigit bibir ragu gapai gelas minum wine tinggal,0,0
432,bismillah melayu raya tanah melayu nama dengar kaji jajah tanah melayu thread kupas serba bani jawi,0,0
433,nak kawin nih kena simpan duit ilmu agama kena benda kena senang cerita,0,0
434,aduh lucu banget adik kelas gue pas lapor bang field trip taman safari heran sebut 1 nama teman arisan keluarga bawa 1 sekolah tai arisan,0,1
435,guna main anjing,0,1
436,hebat arif suku badui hutan jaga budaya nafas hidup hidup jaga imbang alam,0,0
437,ya iya gilir ramai bela pas idol mati sedih doang serbu gila gila sarap ya maaf,0,1
438,guna guna sabar doa usaha ikhtiar mudah mudah bentar pakai sontek pakai plonga plongo,1,0
439,guna guna guna umat islam maksud front bela islam hati muslim nista islam bajing muslim buat onar kecut lari mesum islam islam gilir mesum islam buat onar islam,1,1
440,warga semarang prihatin kontroversi puisi gus mus,0,0
441,celeng nya bang acon susah banget x98 xa,1,1
442,guna cari musuh dasar ana cebong kampret,1,1
443,guna tuju dewan wakil rakyat menteri jabat negara wajib potong 50 presiden pegawai negeri sipil potong pegawai swasta potong,0,0
444,nih akun hasil bodoh kaum 212 bikin kaum kaum biar kata jokowi anti islam wkwk,1,0
445,guna guna guna juara tipu junjung bani kampret 212,1,1
446,guna turun cina sipit,0,0
447,guna amin rais bikin kacau suruh reformasi pilih kepala daerah salah hasil,1,0
448,fahri hamzah presiden komisi berantas korupsi bubar uniform resource locator,1,0
449,takut banci guna uniform resource locator,0,1
450,lindung masyarakat wilayah tawangsari bulu amp lihat terima bekal pam pilih kepala daerah serentak,0,0
451,guna bolot,0,1
452,native speaker ya mother language nya english komen jaga bangsat,1,1
453,nyata bangkai,0,1
454,guna salah tulis salah bu maksud nya cebong muda kampung x98 x81 x98 x81 x98 x81,1,1
455,nama guna absurd first impression bikin enak imajinasi ganteng etik pas coba ngewe direct message enak banget harap direct message,0,0
456,guna guna admin presiden pm,0,0
457,rt guna stw singaraja suka kontol uniform resource locator,0,1
458,guna guna guna kafir haram pimpin monyet,1,1
459,shio baekhyun monyet,0,0
460,ceruk pasar pasar pasar butuh contoh asuransi pensiun tentara us orang pensiun tentara sekali pensiun tentara asuransi alat butuh orang cacat orang cacat ta,0,0
461,guna guna guna guna kiai sebut suku ras biar mudah paham nalar bahlul arab sembah sodor arab bani saud pro israel eh pura pura,1,1
462,guna dosa ya anis sandi bully rendah terus orang jahat licik bully rendah dunia kejam kawan x98,0,0
463,guna om om ajar agama buddha hindu coba ajar ya buka mulut,0,0
464,guna alam kerja part time cina best kerja melayu haha,0,0
465,guna kuat jijik ku cepat x98 asa kejar kejar ya napas sungkan wkwk,0,0
466,rt guna bubar dewan wakil rakyat bubar save komisi berantas korupsi,1,0
467,guna guna guna hehe pasar global batas lokal asing asing jujur x98 x86 x98 x86 x98 x86 x98 x86 x98 x86,0,0
468,gue diving mampus junedi,1,1
469,rt guna suciwati revolusi mental jokowi omong kosong bual tuju rt amp komen uniform resource locator,1,0
470,marah rupiah panggil sipit hoshi suka mata sepele ah fisik pakai definisi hoshi milik mata sipit deh,0,0
471,guna otak makelar jual aset negara maling aset negara pertamina jual isi tenaga kerja asing tiongkok x93,1,0
472,guna akun siti fatimah amp komen laman ringkas parah amp bejat malu guna moga sehat sabar amp semangat suara benar,1,1
473,guna guna guna bawang putih kafir haram his hiks hiks,1,1
474,tuju ahoker lengser prabowo jokowi hancur penjara karuan uniform resource locator,1,0
475,rawan join gera arus rindu pimpin nasional nasionalis islam moderat guna guna guna guna guna guna guna guna,0,0
476,guna onta nsd,0,0
477,guna umpan pakai biar mancing buaya,0,0
478,guna guna guna guna guna guna guna guna guna guna guna guna guna komunis abad partai komunis indonesia kecoak makan kecoak,1,1
479,retweeted pribumi tiru guna horas horas horas kapal feri presiden unjung pulau samosir rangkai kunjung kerja presiden sambut upacara adat samosir pekik horas horas horas guna,0,0
480,guna guna mata lu picek ya janji jokowi tagih susilo bambang yudhoyono mata picek blok x98 x98,1,1
481,guna indonesia tahan kuat ekonomi politik hun pilih simpan beda agama,0,0
482,50 freeport kuasa asing perintah jokowi jonan menteri energi sumber daya mineral freeport ambil alih saham,0,0
483,guna as clara anak pintar dongok kocak cantik idot tau malu urat malu putus butt muka nya imut banget,1,1
484,menteri agama guna riset guru agama islam negeri orientasi publikasi artikel scopus jenis keluar tantang umat islam guru agama islam negeri pangkal data rujuk bangun database ulama nusantara,0,0
485,presiden buruk sejarah bangsa bangsa cebong,1,1
486,me nusantara arti nasionalisasi aset asai asing pimpin sungguh nasionalis patriotik nusantara versi proxy tuju lemah tahan nusantara nasional bangsa,0,0
487,guna foto profil nya pesawat bilang cinta produk asing sederhana ukur parah tingkat munafik mu langsung terjun pesawat biar ucap sesuai buat,0,0
488,guna remuk rengginang cocot ah,0,1
489,rt guna ku padah eh even bodoh bulak curang ya nya still segal sayang eh bodoh harga x80,1,1
490,guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna,0,0
491,guna guna guna guna guna guna acara mutu ulah mantan aktivis nih organisasi masyarakat mahasiswa gembong partai komunis indonesia musuh bebuyutan himpun mahasiswa islam,0,0
492,guna ayo pilih alin alin bawel banget omong banci jalan omong,0,1
493,guna adopsi perintah pusat nih,0,0
494,guna guna prof prof bilang dapat forum buka kacau biar prof muka agama ulama melur,0,0
495,guna guna biadab oknum aparat keparat,1,1
496,guna haha jancuk,0,1
497,guna untung kunti,0,0
498,couple hangat bandara tanggal 1 maret kemarin kalah korea cina cina korea kau suka banget o,0,0
499,wkwk mampus salah gue blok jaman jokowi ahok calon gubernur gaya intip intip anies sandi uniform resource locator,1,0
500,orang asing obrol bosan tunggu transit teman,0,0
501,guna guna guna guna mata picek mata lihat belah,1,1
502,guna guna maaf twitter kali orang bego,0,1
503,guna kocak dungu,1,1
504,catat buka lupa alam pilih kepala daerah daerah khusus ibukota jakarta 2017 guna guna usung partai gerindra guna hasil tumbang tahan usung koalisi motor,0,0
505,kenal awal pribadi perempuan pilih kepala daerah bondowoso radar jember,0,0
506,guna guna guna mayoritas buddha pendeta demo googling video demo thailand biar tau,0,0
507,guna guna komunis main,0,0
508,suka kesal orang pas gue jadi confess gue gilir gue jomlo mana tau bicara silit,0,1
509,guna ehhhhh bandot guna kritik jokowi mencret darah is oke hina fitnah ambil tindak jokowi presiden pimpin negara pimpin agama salah kaprah,1,1
510,balas usir buddha guna ajar etnis muslim rohingya singkir data sensus duduk myanmar,1,0
511,astagfirullah mata gue noda kutuk erti bokep x98,1,1
512,allah panggil orang allah mampu rindu baitullah,0,0
513,guna kontol iya hapus,1,1
514,obat monyet kedih uniform resource locator,0,0
515,guna pergi bangkai,1,1
516,bingung toleransi bikin gue pikir alas katolik paus wakil kristus,0,0
517,guna tertawa kunti,0,0
518,amin ya rabi tolong guna indonesia ya alah lebiiihhhh,1,0
519,rt guna ustaz partai adil sejahtera yudi tilap duit bahasa agama juz amp liqo felix kwetiau amp alumni 212 diam amp pura pura budek gilir bu x80,1,1
520,guna amin moga istikamah khawatir cibir orang anggap uji orang orang dulunya suram kafir taubat tokoh juang agama islam,0,0
521,video call gubernur guna dinas istanbul turki video call lapor hibur malam karaoke sense amp diskotik eksotik tutup hormat keras bantu ole,0,0
522,bela pancasila daulat negara guna dukung lengser ancam nyata,1,0
523,proyek ganjal lantik anies temu foto tokoh partai politik,1,0
524,guna sih ahok kutil babi,1,1
525,guna soekarno konotasi rejim anti demokrasi ndg embel embel presiden umur hidup,0,0
526,hajar ganyang partai komunis indonesia uniform resource locator,1,0
527,bangkai kg tidur siang,0,1
528,jokowi kasihan goreng pbb,1,0
529,guna amin moga jokowi presiden,0,0
530,guna meni simpang lgbt nikah hidup berkah dunia rusak zina gera stop kawin,0,0
531,kepala polisi republik indonesia guna mundur jabat,1,0
532,daya ekonomi pesantren ulama jawa barat dukung jokowi pilih presiden 2019,0,0
533,semangat guna kantor staf presiden depan publikasi giat presiden rakyat tau presiden kerja keras bangun bangsa kerja kerja kerja guna guna guna guna,0,0
534,guna cocot,0,1
535,tuju dukung presiden upaya kurang kuasa asing kurang ekspor mentah ganti kontrak rugi indonesia,0,0
536,guna guna guna guna kristen nusantara contoh huria kristen batak protestan huria kristen batak protestan gereja kristen jawa gereja kristen jawa gereja pasundan gereja manado gereja malu gereja papua ciri khas sesuai tradisi suku,0,0
537,rt guna guna guna ya bentar utang susilo bambang yudhoyono njiiieng,1,0
538,guna masyarakat tionghoa pancasialis orang jawa ekspos contoh nyata kwik ekonom ustaz felix siauw x98,1,0
539,guna guna guna guna guna guna guna guna guna guna guna guna guna guna freeport diam negosiasi kalah,0,0
540,negara kayak tipu bocah sekolah dasar dokumen hilang huh,1,0
541,allah subhanahu wa taala sembah dungu biadab ya,1,1
542,rt guna ogah prabowo gatot oke,1,0
543,banyak baca cerdas biar cap goblok v orang intelligence quotient erti tulis v,0,0
544,calon gubernur jawa nomor urut 1 guna program unggul rival guna kait buka lapang kerja 5 juta 5 ganjar situasi ekonomi buka lapang,0,0
545,guna burik iya burik panuan kutu jamur ha rang ajar,0,1
546,guna we jancuk ajar,0,1
547,amin rais himbau masyarakat salah pilih pimpin,0,0
548,guna guna jaman gue negeri kamis pakai baju kotak kotak kayak seragam sekolah kristen jumat nya wajib pakai celana doang pakai baju koko ya x98,0,0
